Scaffold_1;HRSCAF=1 53962
Scaffold_3438;HRSCAF=4141 28495
Scaffold_3439;HRSCAF=4144 44785
Scaffold_3440;HRSCAF=4145 59988
Scaffold_3441;HRSCAF=4146 28376
Scaffold_3442;HRSCAF=4147 35707
Scaffold_3443;HRSCAF=4148 35080
Scaffold_3444;HRSCAF=4149 131052
Scaffold_3445;HRSCAF=4151 41813
Scaffold_3446;HRSCAF=4152 109632
Scaffold_3447;HRSCAF=4154 28563
Scaffold_3448;HRSCAF=4155 22954
Scaffold_3449;HRSCAF=4157 85725
Scaffold_3450;HRSCAF=4158 15517
Scaffold_3451;HRSCAF=4159 24414
Scaffold_3452;HRSCAF=4161 18414
Scaffold_3453;HRSCAF=4162 38780
Scaffold_3454;HRSCAF=4163 122276
Scaffold_3455;HRSCAF=4164 28664
Scaffold_3456;HRSCAF=4165 16463
Scaffold_3457;HRSCAF=4166 37384
Scaffold_3458;HRSCAF=4167 14242
Scaffold_3459;HRSCAF=4168 93180
Scaffold_3460;HRSCAF=4169 18277
Scaffold_3461;HRSCAF=4170 36540
Scaffold_3462;HRSCAF=4171 14863
Scaffold_3463;HRSCAF=4173 20057
Scaffold_3464;HRSCAF=4174 21947
Scaffold_3465;HRSCAF=4175 12842
Scaffold_3466;HRSCAF=4176 29408
Scaffold_3467;HRSCAF=4177 35168
Scaffold_3468;HRSCAF=4178 52022
Scaffold_3469;HRSCAF=4179 6257
Scaffold_3470;HRSCAF=4180 17612
Scaffold_3471;HRSCAF=4182 20126
Scaffold_3472;HRSCAF=4183 12584
Scaffold_3473;HRSCAF=4184 27708
Scaffold_3474;HRSCAF=4185 15211
Scaffold_3475;HRSCAF=4186 14297
Scaffold_3476;HRSCAF=4188 17550
Scaffold_3477;HRSCAF=4189 46526
Scaffold_3478;HRSCAF=4191 4254
Scaffold_3479;HRSCAF=4192 72075
Scaffold_3480;HRSCAF=4193 20174
Scaffold_3481;HRSCAF=4195 35785
Scaffold_3482;HRSCAF=4197 54874
Scaffold_3483;HRSCAF=4200 15925
Scaffold_3484;HRSCAF=4202 42174
Scaffold_3485;HRSCAF=4203 10283
Scaffold_3486;HRSCAF=4204 17781
Scaffold_3487;HRSCAF=4205 20022
Scaffold_3488;HRSCAF=4206 212777
Scaffold_3489;HRSCAF=4207 37392
Scaffold_3490;HRSCAF=4208 14882
Scaffold_3491;HRSCAF=4209 69555
Scaffold_3492;HRSCAF=4210 87283
Scaffold_3493;HRSCAF=4211 35950
Scaffold_3494;HRSCAF=4212 142446
Scaffold_3495;HRSCAF=4213 77056
Scaffold_3496;HRSCAF=4215 83157
Scaffold_3497;HRSCAF=4216 14796
Scaffold_3498;HRSCAF=4217 109847
Scaffold_3499;HRSCAF=4218 31580
Scaffold_3500;HRSCAF=4219 9828
Scaffold_3501;HRSCAF=4220 44752
Scaffold_3502;HRSCAF=4221 38774
Scaffold_3503;HRSCAF=4223 33500
Scaffold_3504;HRSCAF=4224 33767
Scaffold_3505;HRSCAF=4225 10988
Scaffold_3506;HRSCAF=4226 26294
Scaffold_3507;HRSCAF=4227 48701
Scaffold_3508;HRSCAF=4228 39680
Scaffold_3509;HRSCAF=4229 79478
Scaffold_3510;HRSCAF=4230 44990
Scaffold_3511;HRSCAF=4231 23623
Scaffold_3512;HRSCAF=4233 28932
Scaffold_3513;HRSCAF=4234 43006
Scaffold_3514;HRSCAF=4235 20625
Scaffold_3515;HRSCAF=4236 35540
Scaffold_3516;HRSCAF=4239 56187
Scaffold_3517;HRSCAF=4240 51377
Scaffold_3518;HRSCAF=4241 29324
Scaffold_3519;HRSCAF=4243 63659
Scaffold_3520;HRSCAF=4244 18281
Scaffold_3521;HRSCAF=4246 26055
Scaffold_3522;HRSCAF=4248 56034
Scaffold_3523;HRSCAF=4249 14052
Scaffold_3524;HRSCAF=4250 21914
Scaffold_3525;HRSCAF=4251 24584
Scaffold_3526;HRSCAF=4252 55220
Scaffold_3527;HRSCAF=4253 31193
Scaffold_3528;HRSCAF=4256 39158
Scaffold_3529;HRSCAF=4258 47120
Scaffold_3530;HRSCAF=4260 25418
Scaffold_3531;HRSCAF=4261 26991
Scaffold_3532;HRSCAF=4262 48940
Scaffold_3533;HRSCAF=4263 31540
Scaffold_3534;HRSCAF=4264 32155
Scaffold_3535;HRSCAF=4266 18289
Scaffold_3536;HRSCAF=4268 34638
Scaffold_3537;HRSCAF=4271 23335
Scaffold_3538;HRSCAF=4273 15181
Scaffold_3539;HRSCAF=4274 39861
Scaffold_3540;HRSCAF=4276 12712
Scaffold_3541;HRSCAF=4277 31424
Scaffold_3542;HRSCAF=4278 8301
Scaffold_3543;HRSCAF=4279 26301
Scaffold_3544;HRSCAF=4280 21044
Scaffold_3545;HRSCAF=4282 18341
Scaffold_3546;HRSCAF=4283 37943
Scaffold_3547;HRSCAF=4284 61717
Scaffold_3548;HRSCAF=4285 28168
Scaffold_3549;HRSCAF=4286 19426
Scaffold_3550;HRSCAF=4288 30075
Scaffold_3551;HRSCAF=4289 14877
Scaffold_3552;HRSCAF=4291 22666
Scaffold_3553;HRSCAF=4292 51196
Scaffold_3554;HRSCAF=4295 33946
Scaffold_3555;HRSCAF=4296 37147
Scaffold_3556;HRSCAF=4298 30951
Scaffold_3557;HRSCAF=4299 27799
Scaffold_3558;HRSCAF=4300 39461
Scaffold_3559;HRSCAF=4301 41243
Scaffold_3560;HRSCAF=4302 91144
Scaffold_3561;HRSCAF=4303 54943
Scaffold_3562;HRSCAF=4304 65614
Scaffold_3563;HRSCAF=4305 83469
Scaffold_3564;HRSCAF=4306 45075
Scaffold_3565;HRSCAF=4308 32041
Scaffold_3566;HRSCAF=4309 55366
Scaffold_3567;HRSCAF=4310 53734
Scaffold_3568;HRSCAF=4311 42551
Scaffold_3569;HRSCAF=4312 16780
Scaffold_3570;HRSCAF=4313 60205
Scaffold_3571;HRSCAF=4314 37414
Scaffold_3572;HRSCAF=4315 31944
Scaffold_3573;HRSCAF=4316 26776
Scaffold_3574;HRSCAF=4317 36928
Scaffold_3575;HRSCAF=4318 12731
Scaffold_3576;HRSCAF=4319 17392
Scaffold_3577;HRSCAF=4320 11588
Scaffold_3578;HRSCAF=4322 9508
Scaffold_3579;HRSCAF=4324 50265
Scaffold_3580;HRSCAF=4325 52546
Scaffold_3581;HRSCAF=4326 53425
Scaffold_3582;HRSCAF=4329 16333
Scaffold_3583;HRSCAF=4330 32431
Scaffold_3584;HRSCAF=4331 16259
Scaffold_3585;HRSCAF=4332 19628
Scaffold_3586;HRSCAF=4333 28264
Scaffold_3587;HRSCAF=4334 12672
Scaffold_3588;HRSCAF=4335 54601
Scaffold_3589;HRSCAF=4336 20502
Scaffold_3590;HRSCAF=4337 27339
Scaffold_3591;HRSCAF=4338 18914
Scaffold_3592;HRSCAF=4339 41150
Scaffold_3593;HRSCAF=4340 29733
Scaffold_3594;HRSCAF=4341 24081
Scaffold_3595;HRSCAF=4344 31359
Scaffold_3596;HRSCAF=4345 12409
Scaffold_3597;HRSCAF=4347 26538
Scaffold_3598;HRSCAF=4348 30076
Scaffold_3599;HRSCAF=4352 13962
Scaffold_3600;HRSCAF=4353 30804
Scaffold_3601;HRSCAF=4354 36184
Scaffold_3602;HRSCAF=4355 22705
Scaffold_3603;HRSCAF=4357 29600
Scaffold_3604;HRSCAF=4358 16398
Scaffold_3605;HRSCAF=4359 45195
Scaffold_3606;HRSCAF=4360 40671
Scaffold_3607;HRSCAF=4361 1885
Scaffold_3608;HRSCAF=4362 27920
Scaffold_3609;HRSCAF=4364 19183
Scaffold_3610;HRSCAF=4365 44772
Scaffold_3611;HRSCAF=4367 30132
Scaffold_3612;HRSCAF=4369 28972
Scaffold_3613;HRSCAF=4370 35490
Scaffold_3614;HRSCAF=4372 17823
Scaffold_3615;HRSCAF=4373 28014
Scaffold_3616;HRSCAF=4374 16699
Scaffold_3617;HRSCAF=4375 24251
Scaffold_3618;HRSCAF=4376 7400
Scaffold_3619;HRSCAF=4377 29590
Scaffold_3620;HRSCAF=4378 94061
Scaffold_3621;HRSCAF=4380 22465
Scaffold_3622;HRSCAF=4381 36425
Scaffold_3623;HRSCAF=4382 30253
Scaffold_3624;HRSCAF=4383 10312
Scaffold_3625;HRSCAF=4385 18130
Scaffold_3626;HRSCAF=4386 76183
Scaffold_3627;HRSCAF=4389 16314
Scaffold_3628;HRSCAF=4393 58359
Scaffold_3629;HRSCAF=4394 32815
Scaffold_3630;HRSCAF=4395 17930
Scaffold_3631;HRSCAF=4398 46368
Scaffold_3632;HRSCAF=4399 23463
Scaffold_3633;HRSCAF=4400 64931
Scaffold_3634;HRSCAF=4402 30504
Scaffold_3635;HRSCAF=4403 49115
Scaffold_3636;HRSCAF=4405 117296
Scaffold_3637;HRSCAF=4406 30748
Scaffold_3638;HRSCAF=4408 92555
Scaffold_3639;HRSCAF=4409 41482
Scaffold_3640;HRSCAF=4410 24968
Scaffold_3641;HRSCAF=4411 46126
Scaffold_3642;HRSCAF=4412 28005
Scaffold_3643;HRSCAF=4413 7254
Scaffold_3644;HRSCAF=4415 13318
Scaffold_3645;HRSCAF=4416 20052
Scaffold_3646;HRSCAF=4418 58049
Scaffold_3647;HRSCAF=4419 24002
Scaffold_3648;HRSCAF=4420 136611
Scaffold_3649;HRSCAF=4422 17013
Scaffold_3650;HRSCAF=4423 46032
Scaffold_3651;HRSCAF=4426 16073
Scaffold_3652;HRSCAF=4427 20435
Scaffold_3653;HRSCAF=4429 17999
Scaffold_3654;HRSCAF=4430 32601
Scaffold_3655;HRSCAF=4431 36718
Scaffold_3656;HRSCAF=4432 31563
Scaffold_3657;HRSCAF=4433 29302
Scaffold_3658;HRSCAF=4435 18855
Scaffold_3659;HRSCAF=4436 18167
Scaffold_3660;HRSCAF=4438 21264
Scaffold_3661;HRSCAF=4441 21605
Scaffold_3662;HRSCAF=4443 16173
Scaffold_3663;HRSCAF=4444 29558
Scaffold_3664;HRSCAF=4445 97267
Scaffold_3665;HRSCAF=4448 33222
Scaffold_3666;HRSCAF=4449 111342
Scaffold_3667;HRSCAF=4452 37982
Scaffold_3668;HRSCAF=4454 10781
Scaffold_3669;HRSCAF=4458 26111
Scaffold_3670;HRSCAF=4459 19764
Scaffold_3671;HRSCAF=4461 24643
Scaffold_3672;HRSCAF=4462 57166
Scaffold_3673;HRSCAF=4463 78639
Scaffold_3674;HRSCAF=4464 50156
Scaffold_3675;HRSCAF=4465 43516
Scaffold_3676;HRSCAF=4466 80753
Scaffold_3677;HRSCAF=4467 32117
Scaffold_3678;HRSCAF=4471 10962
Scaffold_3679;HRSCAF=4472 37774
Scaffold_3680;HRSCAF=4473 46070
Scaffold_3681;HRSCAF=4474 13942
Scaffold_3682;HRSCAF=4476 24611
Scaffold_3683;HRSCAF=4477 63962
Scaffold_3684;HRSCAF=4480 35949
Scaffold_3685;HRSCAF=4481 44091
Scaffold_3686;HRSCAF=4482 14693
Scaffold_3687;HRSCAF=4483 52954
Scaffold_3688;HRSCAF=4484 19246
Scaffold_3689;HRSCAF=4486 16017
Scaffold_3690;HRSCAF=4489 67742
Scaffold_3691;HRSCAF=4490 76334
Scaffold_3692;HRSCAF=4491 47599
Scaffold_3693;HRSCAF=4492 23858
Scaffold_3694;HRSCAF=4494 30458
Scaffold_3695;HRSCAF=4495 148445
Scaffold_3696;HRSCAF=4496 39194
Scaffold_3697;HRSCAF=4497 15437
Scaffold_3698;HRSCAF=4498 20587
Scaffold_3699;HRSCAF=4499 51193
Scaffold_3700;HRSCAF=4500 27120
Scaffold_3701;HRSCAF=4502 30953
Scaffold_3702;HRSCAF=4506 17296
Scaffold_3703;HRSCAF=4507 20627
Scaffold_3704;HRSCAF=4508 28016
Scaffold_3705;HRSCAF=4510 23609
Scaffold_3706;HRSCAF=4511 19975
Scaffold_3707;HRSCAF=4512 15482
Scaffold_3708;HRSCAF=4513 65955
Scaffold_3709;HRSCAF=4515 43241
Scaffold_3710;HRSCAF=4518 32727
Scaffold_3711;HRSCAF=4520 31418
Scaffold_3712;HRSCAF=4521 36724
Scaffold_3713;HRSCAF=4522 34970
Scaffold_3714;HRSCAF=4523 34272
Scaffold_3715;HRSCAF=4525 31674
Scaffold_3716;HRSCAF=4526 12806
Scaffold_3717;HRSCAF=4527 55016
Scaffold_3718;HRSCAF=4529 11676
Scaffold_3719;HRSCAF=4530 43387
Scaffold_3720;HRSCAF=4532 34852
Scaffold_3721;HRSCAF=4533 35179
Scaffold_3722;HRSCAF=4534 41739
Scaffold_3723;HRSCAF=4535 15942
Scaffold_3724;HRSCAF=4536 28981
Scaffold_3725;HRSCAF=4538 46677
Scaffold_3726;HRSCAF=4539 37150
Scaffold_3727;HRSCAF=4540 14791
Scaffold_3728;HRSCAF=4541 45766
Scaffold_3729;HRSCAF=4546 15211
Scaffold_3730;HRSCAF=4547 14050
Scaffold_3731;HRSCAF=4548 24682
Scaffold_3732;HRSCAF=4549 56092
Scaffold_3733;HRSCAF=4550 45947
Scaffold_3734;HRSCAF=4551 53820
Scaffold_3735;HRSCAF=4553 23871
Scaffold_3736;HRSCAF=4554 16811
Scaffold_3737;HRSCAF=4555 45600
Scaffold_3738;HRSCAF=4556 72571
Scaffold_3739;HRSCAF=4557 15205
Scaffold_3740;HRSCAF=4558 13866
Scaffold_3741;HRSCAF=4559 15020
Scaffold_3742;HRSCAF=4560 36308
Scaffold_3743;HRSCAF=4561 16909
Scaffold_3744;HRSCAF=4562 15084
Scaffold_3745;HRSCAF=4563 88502
Scaffold_3746;HRSCAF=4566 18232
Scaffold_3747;HRSCAF=4567 16876
Scaffold_3748;HRSCAF=4569 24071
Scaffold_3749;HRSCAF=4570 30531
Scaffold_3750;HRSCAF=4572 58818
Scaffold_3751;HRSCAF=4574 16461
Scaffold_3752;HRSCAF=4575 18060
Scaffold_3753;HRSCAF=4576 72959
Scaffold_3754;HRSCAF=4577 35428
Scaffold_3755;HRSCAF=4578 25581
Scaffold_3756;HRSCAF=4579 14666
Scaffold_3757;HRSCAF=4580 19768
Scaffold_3758;HRSCAF=4581 14868
Scaffold_3759;HRSCAF=4582 39085
Scaffold_3760;HRSCAF=4583 98069
Scaffold_3761;HRSCAF=4584 46022
Scaffold_3762;HRSCAF=4586 110208
Scaffold_3763;HRSCAF=4587 38882
Scaffold_3764;HRSCAF=4590 21722
Scaffold_3765;HRSCAF=4591 56271
Scaffold_3766;HRSCAF=4592 90424
Scaffold_3767;HRSCAF=4596 55436
Scaffold_3768;HRSCAF=4597 13949
Scaffold_3769;HRSCAF=4600 63918
Scaffold_3770;HRSCAF=4602 50991
Scaffold_3771;HRSCAF=4603 54781
Scaffold_3772;HRSCAF=4605 57122
Scaffold_3773;HRSCAF=4606 85327
Scaffold_3774;HRSCAF=4609 42301
Scaffold_3775;HRSCAF=4611 62431
Scaffold_3776;HRSCAF=4612 30535
Scaffold_3777;HRSCAF=4614 7330
Scaffold_3778;HRSCAF=4616 33538
Scaffold_3779;HRSCAF=4617 52684
Scaffold_3780;HRSCAF=4618 148133
Scaffold_3781;HRSCAF=4620 22252
Scaffold_3782;HRSCAF=4622 43198
Scaffold_3783;HRSCAF=4624 14987
Scaffold_3784;HRSCAF=4625 37148
Scaffold_3785;HRSCAF=4627 56654
Scaffold_3786;HRSCAF=4628 31316
Scaffold_3787;HRSCAF=4629 59197
Scaffold_3788;HRSCAF=4630 49152
Scaffold_3789;HRSCAF=4631 54979
Scaffold_3790;HRSCAF=4633 17547
Scaffold_3791;HRSCAF=4634 166592
Scaffold_3792;HRSCAF=4635 119832
Scaffold_3793;HRSCAF=4636 25866
Scaffold_3794;HRSCAF=4637 30782
Scaffold_3795;HRSCAF=4638 29005
Scaffold_3796;HRSCAF=4641 86125
Scaffold_3797;HRSCAF=4642 20956
Scaffold_3798;HRSCAF=4643 11360
Scaffold_3799;HRSCAF=4646 16563
Scaffold_3800;HRSCAF=4647 18096
Scaffold_3801;HRSCAF=4648 160232
Scaffold_3802;HRSCAF=4649 67759
Scaffold_3803;HRSCAF=4650 37933
Scaffold_3804;HRSCAF=4652 18423
Scaffold_3805;HRSCAF=4653 24576
Scaffold_3806;HRSCAF=4654 30247
Scaffold_3807;HRSCAF=4655 20522
Scaffold_3808;HRSCAF=4656 27445
Scaffold_3809;HRSCAF=4658 40070
Scaffold_3810;HRSCAF=4659 53699
Scaffold_3811;HRSCAF=4661 26140
Scaffold_3812;HRSCAF=4663 30574
Scaffold_3813;HRSCAF=4665 12138
Scaffold_3814;HRSCAF=4667 53401
Scaffold_3815;HRSCAF=4668 16318
Scaffold_3816;HRSCAF=4669 12947
Scaffold_3817;HRSCAF=4671 47855
Scaffold_3818;HRSCAF=4672 12923
Scaffold_3819;HRSCAF=4673 161911
Scaffold_3820;HRSCAF=4675 78303
Scaffold_3821;HRSCAF=4676 55517
Scaffold_3822;HRSCAF=4678 30537
Scaffold_3823;HRSCAF=4679 31928
Scaffold_3824;HRSCAF=4680 35168
Scaffold_3825;HRSCAF=4681 39734
Scaffold_3826;HRSCAF=4682 32922
Scaffold_3827;HRSCAF=4683 24346
Scaffold_3828;HRSCAF=4684 73168
Scaffold_3829;HRSCAF=4685 10623
Scaffold_3830;HRSCAF=4686 29970
Scaffold_3831;HRSCAF=4687 24063
Scaffold_3832;HRSCAF=4689 17431
Scaffold_3833;HRSCAF=4690 90570
Scaffold_3834;HRSCAF=4692 12076
Scaffold_3835;HRSCAF=4694 12076
Scaffold_3836;HRSCAF=4695 19813
Scaffold_3837;HRSCAF=4696 29814
Scaffold_3838;HRSCAF=4701 16876
Scaffold_3839;HRSCAF=4702 32890
Scaffold_3840;HRSCAF=4704 23338
Scaffold_3841;HRSCAF=4706 30286
Scaffold_3842;HRSCAF=4707 38311
Scaffold_3843;HRSCAF=4708 52083
Scaffold_3844;HRSCAF=4710 46348
Scaffold_3845;HRSCAF=4712 15684
Scaffold_3846;HRSCAF=4713 35447
Scaffold_3847;HRSCAF=4714 65812
Scaffold_3848;HRSCAF=4716 21715
Scaffold_3849;HRSCAF=4717 17156
Scaffold_3850;HRSCAF=4719 41903
Scaffold_3851;HRSCAF=4720 54948
Scaffold_3852;HRSCAF=4721 13856
Scaffold_3853;HRSCAF=4722 15825
Scaffold_3854;HRSCAF=4723 15792
Scaffold_3855;HRSCAF=4724 31412
Scaffold_3856;HRSCAF=4725 44558
Scaffold_3857;HRSCAF=4726 14334
Scaffold_3858;HRSCAF=4728 42708
Scaffold_3859;HRSCAF=4729 52330
Scaffold_3860;HRSCAF=4731 38802
Scaffold_3861;HRSCAF=4733 15857
Scaffold_3862;HRSCAF=4734 55607
Scaffold_3863;HRSCAF=4735 28272
Scaffold_3864;HRSCAF=4741 65193
Scaffold_3865;HRSCAF=4742 38261
Scaffold_3866;HRSCAF=4744 33973
Scaffold_3867;HRSCAF=4746 30010
Scaffold_3868;HRSCAF=4747 23256
Scaffold_3869;HRSCAF=4748 25682
Scaffold_3870;HRSCAF=4749 14136
Scaffold_3871;HRSCAF=4750 187557
Scaffold_3872;HRSCAF=4751 47131
Scaffold_3873;HRSCAF=4753 18708
Scaffold_3874;HRSCAF=4755 14188
Scaffold_3875;HRSCAF=4757 31640
Scaffold_3876;HRSCAF=4758 48743
Scaffold_3877;HRSCAF=4759 65884
Scaffold_3878;HRSCAF=4760 65455
Scaffold_3879;HRSCAF=4761 26245
Scaffold_3880;HRSCAF=4763 34407
Scaffold_3881;HRSCAF=4764 70872
Scaffold_3882;HRSCAF=4765 35649
Scaffold_3883;HRSCAF=4768 14785
Scaffold_3884;HRSCAF=4769 28275
Scaffold_3885;HRSCAF=4771 20946
Scaffold_3886;HRSCAF=4772 14282
Scaffold_3887;HRSCAF=4774 34788
Scaffold_3888;HRSCAF=4776 16181
Scaffold_3889;HRSCAF=4779 25186
Scaffold_3890;HRSCAF=4780 17792
Scaffold_3891;HRSCAF=4781 47711
Scaffold_3892;HRSCAF=4782 16281
Scaffold_3893;HRSCAF=4784 61598
Scaffold_3894;HRSCAF=4785 123231
Scaffold_3895;HRSCAF=4787 16544
Scaffold_3896;HRSCAF=4788 40892
Scaffold_3897;HRSCAF=4789 38708
Scaffold_3898;HRSCAF=4790 31803
Scaffold_3899;HRSCAF=4791 33684
Scaffold_3900;HRSCAF=4792 37219
Scaffold_3901;HRSCAF=4794 22524
Scaffold_3902;HRSCAF=4797 14079
Scaffold_3903;HRSCAF=4800 27477
Scaffold_3904;HRSCAF=4801 72018
Scaffold_3905;HRSCAF=4802 14797
Scaffold_3906;HRSCAF=4803 20786
Scaffold_3907;HRSCAF=4805 33459
Scaffold_3908;HRSCAF=4807 10915
Scaffold_3909;HRSCAF=4808 13995
Scaffold_3910;HRSCAF=4809 51059
Scaffold_3911;HRSCAF=4810 111044
Scaffold_3912;HRSCAF=4811 33805
Scaffold_3913;HRSCAF=4812 36271
Scaffold_3914;HRSCAF=4813 38060
Scaffold_3915;HRSCAF=4815 14830
Scaffold_3916;HRSCAF=4817 23208
Scaffold_3917;HRSCAF=4819 14745
Scaffold_3918;HRSCAF=4820 71700
Scaffold_3919;HRSCAF=4821 50276
Scaffold_3920;HRSCAF=4822 94155
Scaffold_3921;HRSCAF=4824 58378
Scaffold_3922;HRSCAF=4825 42617
Scaffold_3923;HRSCAF=4827 58181
Scaffold_3924;HRSCAF=4829 21001
Scaffold_3925;HRSCAF=4830 25354
Scaffold_3926;HRSCAF=4831 160078
Scaffold_3927;HRSCAF=4832 11680
Scaffold_3928;HRSCAF=4833 25940
Scaffold_3929;HRSCAF=4834 36601
Scaffold_3930;HRSCAF=4835 37835
Scaffold_3931;HRSCAF=4836 15845
Scaffold_3932;HRSCAF=4837 20924
Scaffold_3933;HRSCAF=4839 14700
Scaffold_3934;HRSCAF=4841 29749
Scaffold_3935;HRSCAF=4843 22529
Scaffold_3936;HRSCAF=4845 28288
Scaffold_3937;HRSCAF=4847 116866
Scaffold_3938;HRSCAF=4848 12556
Scaffold_3939;HRSCAF=4849 22511
Scaffold_3940;HRSCAF=4852 25956
Scaffold_3941;HRSCAF=4854 15960
Scaffold_3942;HRSCAF=4855 48640
Scaffold_3943;HRSCAF=4856 32946
Scaffold_3944;HRSCAF=4857 44984
Scaffold_3945;HRSCAF=4858 20304
Scaffold_3946;HRSCAF=4860 13463
Scaffold_3947;HRSCAF=4861 45684
Scaffold_3948;HRSCAF=4862 13445
Scaffold_3949;HRSCAF=4863 48132
Scaffold_3950;HRSCAF=4864 29862
Scaffold_3951;HRSCAF=4866 15549
Scaffold_3952;HRSCAF=4867 136096
Scaffold_3953;HRSCAF=4868 103916
Scaffold_3954;HRSCAF=4869 37676
Scaffold_3955;HRSCAF=4871 19885
Scaffold_3956;HRSCAF=4872 20057
Scaffold_3957;HRSCAF=4873 16533
Scaffold_3958;HRSCAF=4875 23934
Scaffold_3959;HRSCAF=4877 16315
Scaffold_3960;HRSCAF=4878 90487
Scaffold_3961;HRSCAF=4879 40672
Scaffold_3962;HRSCAF=4881 63910
Scaffold_3963;HRSCAF=4882 24617
Scaffold_3964;HRSCAF=4884 31689
Scaffold_3965;HRSCAF=4886 41195
Scaffold_3966;HRSCAF=4887 37720
Scaffold_3967;HRSCAF=4888 42889
Scaffold_3968;HRSCAF=4889 30757
Scaffold_3969;HRSCAF=4890 14307
Scaffold_3970;HRSCAF=4891 111764
Scaffold_3971;HRSCAF=4892 23603
Scaffold_3972;HRSCAF=4895 31387
Scaffold_3973;HRSCAF=4896 25541
Scaffold_3974;HRSCAF=4898 20551
Scaffold_3975;HRSCAF=4899 27944
Scaffold_3976;HRSCAF=4901 41080
Scaffold_3977;HRSCAF=4903 51227
Scaffold_3978;HRSCAF=4904 32329
Scaffold_3979;HRSCAF=4905 43938
Scaffold_3980;HRSCAF=4907 75262
Scaffold_3981;HRSCAF=4909 22626
Scaffold_3982;HRSCAF=4910 55605
Scaffold_3983;HRSCAF=4913 14691
Scaffold_3984;HRSCAF=4914 19536
Scaffold_3985;HRSCAF=4916 21613
Scaffold_3986;HRSCAF=4917 16534
Scaffold_3987;HRSCAF=4920 39096
Scaffold_3988;HRSCAF=4921 22141
Scaffold_3989;HRSCAF=4922 25548
Scaffold_3990;HRSCAF=4923 15960
Scaffold_3991;HRSCAF=4925 40398
Scaffold_3992;HRSCAF=4926 18352
Scaffold_3993;HRSCAF=4927 87237
Scaffold_3994;HRSCAF=4928 13110
Scaffold_3995;HRSCAF=4929 33193
Scaffold_3996;HRSCAF=4930 16424
Scaffold_3997;HRSCAF=4931 38519
Scaffold_3998;HRSCAF=4932 34846
Scaffold_3999;HRSCAF=4933 15514
Scaffold_4000;HRSCAF=4934 18955
Scaffold_4001;HRSCAF=4935 51824
Scaffold_4002;HRSCAF=4936 37939
Scaffold_4003;HRSCAF=4937 29743
Scaffold_4004;HRSCAF=4939 28644
Scaffold_4005;HRSCAF=4940 40108
Scaffold_4006;HRSCAF=4941 42167
Scaffold_4007;HRSCAF=4942 14583
Scaffold_4008;HRSCAF=4944 17514
Scaffold_4009;HRSCAF=4945 56681
Scaffold_4010;HRSCAF=4947 77089
Scaffold_4011;HRSCAF=4949 19337
Scaffold_4012;HRSCAF=4952 19062
Scaffold_4013;HRSCAF=4953 50736
Scaffold_4014;HRSCAF=4954 70914
Scaffold_4015;HRSCAF=4955 9667
Scaffold_4016;HRSCAF=4956 17966
Scaffold_4017;HRSCAF=4957 30471
Scaffold_4018;HRSCAF=4958 67809
Scaffold_4019;HRSCAF=4960 34112
Scaffold_4020;HRSCAF=4963 25836
Scaffold_4021;HRSCAF=4964 12549
Scaffold_4022;HRSCAF=4965 23638
Scaffold_4023;HRSCAF=4966 69428
Scaffold_4024;HRSCAF=4968 18281
Scaffold_4025;HRSCAF=4969 14994
Scaffold_4026;HRSCAF=4970 39805
Scaffold_4027;HRSCAF=4973 84162
Scaffold_4028;HRSCAF=4976 55905
Scaffold_4029;HRSCAF=4979 109431
Scaffold_4030;HRSCAF=4980 19975
Scaffold_4031;HRSCAF=4981 46327
Scaffold_4032;HRSCAF=4983 25029
Scaffold_4033;HRSCAF=4985 88581
Scaffold_4034;HRSCAF=4986 30931
Scaffold_4035;HRSCAF=4987 29242
Scaffold_4036;HRSCAF=4988 48979
Scaffold_4037;HRSCAF=4989 25415
Scaffold_4038;HRSCAF=4990 20456
Scaffold_4039;HRSCAF=4991 16527
Scaffold_4040;HRSCAF=4993 19561
Scaffold_4041;HRSCAF=4994 21694
Scaffold_4042;HRSCAF=4996 137740
Scaffold_4043;HRSCAF=4997 131280
Scaffold_4044;HRSCAF=4998 16644
Scaffold_4045;HRSCAF=4999 97385
Scaffold_4046;HRSCAF=5002 20258
Scaffold_4047;HRSCAF=5003 19221
Scaffold_4048;HRSCAF=5005 65327
Scaffold_4049;HRSCAF=5006 11020
Scaffold_4050;HRSCAF=5007 12782
Scaffold_4051;HRSCAF=5010 116731
Scaffold_4052;HRSCAF=5011 97345
Scaffold_4053;HRSCAF=5012 25494
Scaffold_4054;HRSCAF=5013 89472
Scaffold_4055;HRSCAF=5014 17303
Scaffold_4056;HRSCAF=5015 16017
Scaffold_4057;HRSCAF=5016 28412
Scaffold_4058;HRSCAF=5019 31802
Scaffold_4059;HRSCAF=5021 34552
Scaffold_4060;HRSCAF=5023 43415
Scaffold_4061;HRSCAF=5024 22049
Scaffold_4062;HRSCAF=5025 14284
Scaffold_4063;HRSCAF=5027 14425
Scaffold_4064;HRSCAF=5029 13593
Scaffold_4065;HRSCAF=5030 20846
Scaffold_4066;HRSCAF=5033 50031
Scaffold_4067;HRSCAF=5034 122047
Scaffold_4068;HRSCAF=5037 33162
Scaffold_4069;HRSCAF=5038 13059
Scaffold_4070;HRSCAF=5039 45391
Scaffold_4071;HRSCAF=5040 13747
Scaffold_4072;HRSCAF=5041 25548
